,0
1442,AJ576423.1
1443,AJ576428.1
1444,AJ577108.1
1445,AJ577111.1
1446,AJ581585.1
1447,AJ581587.1
1448,AJ581611.1
1449,AJ581630.1
1450,AJ582035.1
1451,AJ582036.1
1452,AJ582059.1
1453,AJ582185.1
1454,AJ582186.1
1455,AJ582188.1
1456,AJ582588.1
1457,AJ583163.1
1458,AJ583164.1
1459,AJ583168.1
1460,AJ583173.1
1461,AJ583178.1
1462,AJ583179.1
1463,AJ583182.1
1464,AJ583190.1
1465,AJ583197.1
1466,AJ583199.1
1467,AJ583813.1
1468,AJ585237.1
1469,AJ585238.1
1470,AJ585239.1
1471,AJ605227.1
1472,AJ605699.1
1473,AJ605703.1
1474,AJ607053.1
1475,AJ607054.1
1476,AJ607069.1
1477,AJ607074.1
1478,AJ607099.1
1479,AJ607227.1
1480,AJ607256.1
1481,AJ607350.1
1482,AJ608294.1
1483,AJ608296.1
1484,AJ608297.1
1485,AJ608309.1
1486,AJ608317.2
1487,AJ608994.1
1488,AJ608999.1
1489,AJ609000.1
1490,AJ609012.1
1491,AJ616011.1
1492,AJ616012.1
1493,AJ616014.1
1494,AJ616015.1
1495,AJ616017.1
1496,AJ616055.1
1497,AJ616089.1
1498,AJ616202.1
1499,AJ616270.1
1500,AJ616287.1
1501,AJ617845.1
1502,AJ617870.1
1503,AJ619031.1
1504,AJ619038.1
1505,AJ619040.1
1506,AJ619050.1
1507,AJ619057.1
1508,AJ619066.1
1509,AJ619067.1
1510,AJ619068.1
1511,AJ619687.1
1512,AJ619705.1
1513,AJ619706.1
1514,AJ620360.1
1515,AJ621841.1
1516,AJ621842.1
1517,AJ621846.1
1518,AJ627008.1
1519,AJ630185.1
1520,AJ630194.1
1521,AJ630697.1
1522,AJ639887.2
1523,AJ639892.1
1524,AJ639893.1
1525,AJ639894.1
1526,AJ639895.1
1527,AJ717359.1
1528,AJ717364.1
1529,AJ717365.1
1530,AJ744887.1
1531,AJ746115.1
1532,AJ746144.1
1533,AJ746162.1
1534,AJ783972.1
1535,AJ784188.1
1536,AJ785970.1
1537,AJ785980.1
1538,AJ786078.1
1539,AJ786790.1
1540,AJ810896.1
1541,AJ812143.1
1542,AJ842217.1
1543,AJ842225.1
1544,AJ842236.1
1545,AJ842271.1
1546,AJ851126.1
1547,AJ851149.1
1548,AJ851210.1
1549,AJ853877.1
1550,AJ853930.1
1551,AJ864387.1
1552,AJ866954.1
1553,AJ866960.1
1554,AJ867671.1
1555,AJ867700.1
1556,AJ867702.1
1557,AJ867712.1
1558,AJ867895.1
1559,AJ867897.1
1560,AJ867920.1
1561,AJ870387.1
1562,AJ871031.1
1563,AJ871049.1
1564,AJ871222.1
1565,AJ871226.1
1566,AJ871249.1
1567,AJ871305.1
1568,AJ871415.1
1569,AJ871441.1
1570,AJ871444.1
1571,AJ871456.1
1572,AJ871470.1
1573,AJ871596.1
1574,AJ871977.1
1575,AJ874133.1
1576,AJ874135.1
1577,AJ874179.1
1578,AJ874191.1
1579,AJ874233.1
1580,AJ874243.1
1581,AJ874252.1
1582,AJ876676.1
1583,AJ876728.1
1584,AJ879098.1
1585,AJ879103.1
1586,AJ879933.1
1587,AJ880104.1
1588,AJ880134.1
1589,AJ880137.1
1590,AJ880145.1
1591,AJ880146.1
1592,AJ880158.1
1593,AJ880177.1
1594,AJ880221.1
1595,AJ880231.1
1596,AJ884887.1
1597,AJ885025.1
1598,AJ885043.1
1599,AJ888539.1
1600,AJ889119.1
1601,AJ919995.1
1602,AJ937300.1
1603,AJ937633.1
1604,AJ964900.1
1605,AJ965875.1
1606,AJ966882.1
1607,AJ966883.1
1608,AJ966885.1
1609,AJ966988.1
1610,AJ967025.1
1611,AJ969167.1
1612,AJ971846.1
1613,AJ971860.1
1614,AJ973333.1
1615,AM042706.1
1616,AM049202.1
1617,AM049215.1
1618,AM050562.1
1619,AM051261.1
1620,AM084069.1
1621,AM084086.1
1622,AM084095.1
1623,AM085469.1
1624,AM085480.1
1625,AM086151.1
1626,AM086253.1
1627,AM087521.1
1628,AM110043.1
1629,AM111056.1
1630,AM111070.1
1631,AM113884.1
1632,AM113949.1
1633,AM114427.1
1634,AM116736.1
1635,AM116738.1
1636,AM117135.1
1637,AM117138.1
1638,AM157299.1
1639,AM157330.1
1640,AM158335.1
1641,AM158337.1
1642,AM158346.1
1643,AM159303.1
1644,AM159390.1
1645,AM159403.1
1646,AM159406.1
1647,AM159428.1
1648,AM159430.1
1649,AM159471.1
1650,AM159475.1
1651,AM159478.1
1652,AM159479.1
1653,AM161156.1
1654,AM167947.1
1655,AM168160.1
1656,AM176516.1
1657,AM176517.1
1658,AM176529.1
1659,AM176848.1
1660,AM176889.1
1661,AM179879.1
1662,AM179906.1
1663,AM179919.1
1664,AM180136.1
1665,AM180894.1
1666,AM180895.1
1667,AM180905.2
1668,AM182266.1
1669,AM183255.1
1670,AM183972.1
1671,AM229430.1
1672,AM229523.1
1673,AM229534.1
1674,AM232808.1
1675,AM234702.1
1676,AM236138.1
1677,AM236152.1
1678,AM236234.1
1679,AM236244.1
1680,AM237372.1
1681,AM265543.1
1682,AM266754.1
1683,AM266779.1
1684,AM275742.1
1685,AM277652.1
1686,AM278745.1
1687,AM284279.1
1688,AM292061.1
1689,AM392329.1
1690,AM392339.1
1691,AM397438.1
1692,AM397646.1
1693,AM398803.1
1694,AM400231.1
1695,AM404417.1
1696,AM406063.1
1697,AM406670.1
1698,AM410009.1
1699,AM411566.1
1700,AM412679.1
1701,AM412685.1
1702,AM412700.1
1703,AM418623.1
1704,AM418650.1
1705,AM418712.1
1706,AM418719.1
1707,AM418720.1
1708,AM418741.1
1709,AM419986.1
1710,AM420052.1
1711,AM420053.1
1712,AM420122.1
1713,AM420140.1
1714,AM420144.1
1715,AM420166.1
1716,AM420237.1
1717,AM420293.1
1718,AM489655.1
1719,AM489669.1
1720,AM489682.1
1721,AM489683.1
1722,AM490038.1
1723,AM490748.1
1724,AM490769.1
1725,AM492743.1
1726,AM500660.1
1727,AM501933.1
1728,AM502986.1
1729,AM503974.1
1730,AM696880.1
1731,AM697088.1
1732,AM697139.1
1733,AM697194.1
1734,AM697235.1
1735,AM697309.1
1736,AM697526.1
1737,AM697597.1
1738,AM706662.1
1739,AM706741.1
1740,AM709625.1
1741,AM709630.1
1742,AM709631.1
1743,AM709633.1
1744,AM709635.1
1745,AM709637.1
1746,AM710141.1
1747,AM713457.1
1748,AM749842.1
1749,AM773723.1
1750,AM777968.1
1751,AM849034.1
1752,AM883034.1
1753,AM884143.1
1754,AM884363.1
1755,AM889040.1
1756,AM900127.1
1757,AM900128.1
1758,AM900155.1
1759,AM900158.1
1760,AM900199.1
1761,AM900259.1
1762,AM900290.1
1763,AM900305.1
1764,AM902245.1
1765,AM902257.1
1766,AM902605.1
1767,AM902716.1
1768,AM905423.1
1769,AM905425.1
1770,AM905426.1
1771,AM905622.1
1772,AM911497.1
1773,AM920689.1
1774,AM931105.1
1775,AM932432.2
1776,AM935607.1
1777,AM940114.1
1778,AM941688.1
1779,AM941754.1
1780,AM941756.1
1781,AM941757.1
1782,AM941758.1
1783,AM942897.1
1784,AM943236.1
1785,AM943272.1
1786,AM943296.1
1787,AM943352.1
1788,AM945566.1
1789,AM947283.1
1790,AM949488.2
1791,AM949492.1
1792,AM982647.1
1793,AM983524.1
1794,AM988694.1
1795,AM988712.1
1796,AM988716.1
1797,AM990042.1
1798,AM992764.1
1799,AM992885.1
1800,AP007281.1
1801,AP008971.1
1802,AP009048.1
1803,AP009380.1
1804,AP009384.1
1805,AP009385.1
1806,AP010803.1
1807,AP011540.1
1808,AP012052.1
1809,AP012057.1
1810,AP012204.1
1811,AP012222.1
1812,AP012224.1
1813,AP012279.1
1814,AP012304.1
1815,AP012320.1
1816,AP012547.1
1817,AP012603.1
1818,AP014568.1
1819,AP014569.1
1820,AP014683.1
1821,AP014685.1
1822,AP014704.1
1823,AP014718.1
1824,AP014809.1
1825,AP014879.1
1826,AP014936.1
1827,AP014938.1
1828,AP014940.1
1829,AP014956.1
1830,AP017315.1
1831,AP017381.1
1832,AP017603.1
1833,AP017605.1
1834,AP017626.1
1835,AP017652.1
1836,AP017655.1
1837,AP017656.1
1838,AP017894.1
1839,AP017898.1
1840,AP018498.1
1841,AP018518.1
1842,AP018519.1
1843,AP018558.1
1844,AP018664.1
1845,AP018697.1
1846,AP018711.1
1847,AP018721.1
1848,AP018824.1
1849,AP018827.1
1850,AP018828.1
1851,AP018829.1
1852,AP018907.1
1853,AP019373.1
1854,AP019389.1
1855,AP019416.1
1856,AP019516.1
1857,AP019517.1
1858,AP019700.1
1859,AP019701.1
1860,AP019702.1
1861,AP019749.1
1862,AP019791.1
1863,APEJ01000040.1
1864,APEL01000075.1
1865,AY005034.1
1866,AY005049.1
1867,AY006538.1
1868,AY008308.1
1869,AY008309.1
1870,AY013457.1
1871,AY014168.1
1872,AY014169.1
1873,AY033305.1
1874,AY038726.1
1875,AY038727.1
1876,AY038769.1
1877,AY039468.1
1878,AY039470.1
1879,AY039497.1
1880,AY043371.1
1881,AY043384.1
1882,AY053478.1
1883,AY053481.1
1884,AY053492.1
1885,AY071876.1
1886,AY072700.1
1887,AY080989.2
1888,AY092173.1
1889,AY092174.1
1890,AY092362.1
1891,AY092364.1
1892,AY094118.1
1893,AY096166.1
1894,AY096180.1
1895,AY099228.1
1896,AY100533.1
1897,AY100547.1
1898,AY100552.1
1899,AY100562.1
1900,AY100567.1
1901,AY100589.1
1902,AY100592.1
1903,AY100593.1
1904,AY100603.1
1905,AY100606.1
1906,AY100614.1
1907,AY100622.1
1908,AY102341.1
1909,AY116909.1
1910,AY116913.1
1911,AY116927.1
1912,AY116929.1
1913,AY119359.1
1914,AY122606.2
1915,AY123961.1
1916,AY124348.1
1917,AY124486.1
1918,AY127577.1
1919,AY127578.1
1920,AY129787.1
1921,AY129808.1
1922,AY133099.1
1923,AY134896.1
1924,AY134902.1
1925,AY136092.1
1926,AY138239.1
1927,AY138851.1
1928,AY138993.1
1929,AY140911.1
1930,AY143696.1
1931,AY143702.1
1932,AY143705.1
1933,AY143722.1
1934,AY143737.1
1935,AY143751.1
1936,AY143752.1
1937,AY143771.1
1938,AY143782.1
1939,AY143789.1
1940,AY144209.1
1941,AY144445.1
1942,AY145530.1
1943,AY145534.1
1944,AY145538.1
1945,AY145544.1
1946,AY145545.1
1947,AY145563.1
1948,AY145569.1
1949,AY145570.1
1950,AY145571.1
1951,AY145572.1
1952,AY145573.1
1953,AY145630.1
1954,AY145631.1
1955,AY145664.1
1956,AY145670.1
1957,AY145674.1
1958,AY146668.1
1959,AY146951.1
1960,AY148341.1
1961,AY149911.1
1962,AY150048.1
1963,AY150903.1
1964,AY150951.1
1965,AY153452.1
1966,AY154486.1
1967,AY154525.1
1968,AY154588.1
1969,AY154591.1
1970,AY154611.1
1971,AY154613.1
1972,AY157131.1
1973,AY159200.1
1974,AY159796.1
1975,AY162907.1
1976,AY167826.1
1977,AY167829.1
1978,AY167843.1
1979,AY168745.2
1980,AY168752.1
1981,AY169413.1
1982,AY169418.1
1983,AY171306.1
1984,AY171318.1
1985,AY171375.1
1986,AY172147.1
1987,AY172149.1
1988,AY172151.1
1989,AY177726.1
1990,AY183471.2
1991,AY184804.1
1992,AY186081.1
1993,AY187312.1
1994,AY187380.1
1995,AY187416.2
1996,AY187421.2
1997,AY187881.1
1998,AY187882.1
1999,AY187902.1
2000,AY188939.1
2001,AY189315.1
2002,AY189316.1
2003,AY189581.1
2004,AY190162.1
2005,AY190663.1
2006,AY190665.1
2007,AY190666.1
2008,AY191343.1
2009,AY191846.1
2010,AY191848.1
2011,AY191854.1
2012,AY192717.1
2013,AY193258.1
2014,AY193920.1
2015,AY193931.1
2016,AY193947.1
2017,AY193949.1
2018,AY193960.1
2019,AY193967.1
2020,AY204539.1
2021,AY207017.1
2022,AY207025.1
2023,AY207057.1
2024,AY209532.1
2025,AY211110.1
2026,AY212563.1
2027,AY212566.1
2028,AY212574.1
2029,AY212613.1
2030,AY212628.1
2031,AY212692.1
2032,AY212727.1
2033,AY212731.1
2034,AY214693.1
2035,AY216875.1
2036,AY216887.1
2037,AY218566.1
2038,AY218641.1
2039,AY219714.1
2040,AY221066.1
2041,AY221598.1
2042,AY222301.1
2043,AY231311.1
2044,AY231327.1
2045,AY231328.1
2046,AY231329.1
2047,AY231330.1
2048,AY231331.1
2049,AY231332.1
2050,AY231333.1
2051,AY231334.1
2052,AY231335.1
2053,AY231336.1
2054,AY231337.1
2055,AY231338.1
2056,AY231339.1
2057,AY231340.1
2058,AY231341.1
2059,AY231342.1
2060,AY231343.1
2061,AY231344.1
2062,AY231345.1
2063,AY231346.1
2064,AY231347.1
2065,AY231348.1
2066,AY231349.1
2067,AY231350.1
2068,AY234567.1
2069,AY234602.1
2070,AY234654.1
2071,AY234685.1
2072,AY234697.1
2073,AY235670.1
2074,AY237193.1
2075,AY237409.1
2076,AY239537.1
2077,AY239600.1
2078,AY239601.1
2079,AY239603.1
2080,AY242616.1
2081,AY242756.1
2082,AY244358.1
2083,AY244363.1
2084,AY244364.1
2085,AY244365.1
2086,AY244367.1
2087,AY244368.1
2088,AY244373.1
2089,AY244374.1
2090,AY244375.1
2091,AY244378.1
2092,AY244379.1
2093,AY244380.1
2094,AY244776.1
2095,AY244778.1
2096,AY244779.1
2097,AY244780.1
2098,AY244785.1
2099,AY250875.1
2100,AY250883.1
2101,AY250884.1
2102,AY250885.1
2103,AY250886.1
2104,AY256582.1
2105,AY260168.1
2106,AY261388.1
2107,AY267524.1
2108,AY267541.2
2109,AY268342.1
2110,AY268344.1
2111,AY274152.1
2112,AY274622.1
2113,AY278885.1
2114,AY278887.1
2115,AY278900.1
2116,AY282578.1
2117,AY283265.1
2118,AY283268.1
2119,AY288351.1
2120,AY293625.1
2121,AY294212.1
2122,AY304015.2
2123,AY308840.1
2124,AY309483.1
2125,AY309485.1
2126,AY309486.1
2127,AY309487.1
2128,AY309488.1
2129,AY309489.1
2130,AY309490.1
2131,AY309491.1
2132,AY309492.1
2133,AY309493.1
2134,AY312056.1
2135,AY315160.1
2136,AY315169.1
2137,AY316680.1
2138,AY316686.1
2139,AY316687.1
2140,AY316688.1
2141,AY321266.1
2142,AY322485.1
2143,AY323178.1
2144,AY323190.1
2145,AY325287.1
2146,AY326518.1
2147,AY328713.1
2148,AY328730.1
2149,AY328742.1
2150,AY328756.1
2151,AY328768.1
2152,AY332590.1
2153,AY333091.1
2154,AY333417.1
2155,AY336534.1
2156,AY337325.1
2157,AY338039.1
2158,AY338109.1
2159,AY338110.1
2160,AY338144.1
2161,AY338145.1
2162,AY338169.1
2163,AY338411.1
2164,AY341126.1
2165,AY341130.1
2166,AY343113.1
2167,AY345406.1
2168,AY345444.1
2169,AY345476.1
2170,AY345490.1
2171,AY349365.1
2172,AY349386.1
2173,AY349400.1
2174,AY352448.1
2175,AY360343.1
2176,AY360344.1
2177,AY360980.1
2178,AY365229.1
2179,AY366072.1
2180,AY367751.1
2181,AY368515.1
2182,AY368534.1
2183,AY368563.1
2184,AY369981.1
2185,AY372897.1
2186,AY372901.1
2187,AY372913.1
2188,AY372932.1
2189,AY375319.1
2190,AY375320.1
2191,AY377465.1
2192,AY377475.1
2193,AY377477.1
2194,AY377503.1
2195,AY378186.1
2196,AY378198.1
2197,AY378209.1
2198,AY378219.1
2199,AY378232.1
2200,AY378281.1
2201,AY380791.1
2202,AY387387.1
2203,AY389836.1
2204,AY389866.1
2205,AY389875.1
2206,AY389877.1
2207,AY389878.1
2208,AY389881.1
2209,AY390920.1
2210,AY390996.1
2211,AY391002.1
2212,AY391090.1
2213,AY391501.1
2214,AY394617.1
2215,AY394629.1
2216,AY395155.1
2217,AY395335.1
2218,AY395353.1
2219,AY395395.1
2220,AY397620.1
2221,AY398618.2
2222,AY424359.1
2223,AY426442.1
2224,AY429431.1
2225,AY429703.1
2226,AY429706.1
2227,AY429707.1
2228,AY429719.1
2229,AY435207.1
2230,AY435508.1
2231,AY435511.1
2232,AY436806.1
2233,AY437623.1
2234,AY438059.1
2235,AY438464.1
2236,AY438469.1
2237,AY438474.1
2238,AY438478.1
2239,AY438959.1
2240,AY439245.1
2241,AY444165.1
2242,AY444850.1
2243,AY447041.1
2244,AY453244.2
2245,AY456658.1
2246,AY456791.1
2247,AY456877.1
2248,AY456896.1
2249,AY460187.1
2250,AY465143.1
2251,AY466059.1
2252,AY484593.1
2253,AY484713.1
2254,AY484738.1
2255,AY489565.1
2256,AY494641.1
2257,AY494644.1
2258,AY494648.1
2259,AY494652.1
2260,AY494700.1
2261,AY499122.1
2262,AY504470.1
2263,AY508297.1
2264,AY509274.1
2265,AY509280.1
2266,AY509289.1
2267,AY509312.1
2268,AY509373.1
2269,AY509376.1
2270,AY509388.1
2271,AY509404.1
2272,AY509406.2
2273,AY509421.1
2274,AY509425.1
2275,AY509518.2
2276,AY510261.1
2277,AY510789.1
2278,AY510939.1
2279,AY511077.1
2280,AY511097.1
2281,AY511140.1
2282,AY511191.1
2283,AY511210.1
2284,AY511239.1
2285,AY511257.1
2286,AY511385.1
2287,AY511439.1
2288,AY511528.1
2289,AY511687.1
2290,AY511690.1
2291,AY511781.1
2292,AY511801.1
2293,AY511829.1
2294,AY511969.1
2295,AY512099.1
2296,AY512227.1
2297,AY512281.1
2298,AY513268.1
2299,AY526504.1
2300,AY526688.1
2301,AY526700.1
2302,AY527796.1
2303,AY527807.1
2304,AY528774.1
2305,AY528817.1
2306,AY529093.1
2307,AY529094.1
2308,AY529098.1
2309,AY532468.1
2310,AY534172.1
2311,AY534179.1
2312,AY536984.1
2313,AY537941.1
2314,AY538695.1
2315,AY539810.1
2316,AY540760.1
2317,AY540762.1
2318,AY540765.1
2319,AY540797.1
2320,AY544243.1
2321,AY547910.1
2322,AY548468.1
2323,AY550839.1
2324,AY554418.1
2325,AY555589.1
2326,AY555590.1
2327,AY555628.1
2328,AY555674.1
2329,AY555801.1
2330,AY561536.1
2331,AY561544.1
2332,AY561548.1
2333,AY561569.1
2334,AY561581.1
2335,AY561583.1
2336,AY561586.1
2337,AY561611.1
2338,AY562325.1
2339,AY562352.1
2340,AY566317.1
2341,AY566350.1
2342,AY566364.1
2343,AY566584.1
2344,AY569298.1
2345,AY571787.1
2346,AY571798.1
2347,AY572478.1
2348,AY573048.1
2349,AY574407.1
2350,AY574431.1
2351,AY576726.1
2352,AY576746.1
2353,AY580340.1
2354,AY580341.1
2355,AY580353.1
2356,AY580354.1
2357,AY581144.1
2358,AY582134.1
2359,AY582897.1
2360,AY584507.1
2361,AY584509.1
2362,AY584511.1
2363,AY584512.1
2364,AY584513.1
2365,AY584514.1
2366,AY584515.1
2367,AY584517.1
2368,AY584518.1
2369,AY584519.1
2370,AY584520.1
2371,AY584521.1
2372,AY584522.1
2373,AY584523.1
2374,AY584524.1
2375,AY584525.1
2376,AY584526.1
2377,AY588278.1
2378,AY596468.1
2379,AY599019.1
2380,AY599587.1
2381,AY599680.1
2382,AY604936.1
2383,AY604942.1
2384,AY604948.1
2385,AY604958.1
2386,AY605700.1
2387,AY605701.1
2388,AY617108.1
2389,AY619717.1
2390,AY627614.1
2391,AY627709.1
2392,AY627711.1
2393,AY627714.1
2394,AY627717.1
2395,AY631416.1
2396,AY631526.1
2397,AY631979.1
2398,AY632038.1
2399,AY635962.1
2400,AY635965.1
2401,AY640045.1
2402,AY641822.1
2403,AY642574.1
2404,AY645351.1
2405,AY645631.1
2406,AY647364.1
2407,AY647405.1
2408,AY647897.1
2409,AY654622.1
2410,AY661853.1
2411,AY661854.1
2412,AY661855.1
2413,AY661977.1
2414,AY662002.1
2415,AY662017.1
2416,AY662018.1
2417,AY669104.1
2418,AY669251.1
2419,AY669266.1
2420,AY672078.1
2421,AY672461.1
2422,AY673144.1
2423,AY673242.1
2424,AY673309.1
2425,AY674791.1
2426,AY674795.1
2427,AY674814.1
2428,AY676491.1
2429,AY678124.1
2430,AY678153.1
2431,AY678214.1
2432,AY678219.1
2433,AY683624.1
2434,AY686542.1
2435,AY688030.1
2436,AY689544.1
2437,AY689566.1
2438,AY689572.1
2439,AY689629.1
2440,AY689653.1
2441,AY689655.1
2442,AY689669.1
2443,AY689792.1
2444,AY689811.1
2445,AY689826.1
2446,AY689854.1
2447,AY689883.1
2448,AY689927.1
2449,AY689969.1
2450,AY689993.1
2451,AY690150.1
2452,AY690183.1
2453,AY690253.1
2454,AY690254.1
2455,AY690255.1
2456,AY691376.1
2457,AY691379.1
2458,AY691385.1
2459,AY692224.1
2460,AY692429.1
2461,AY694682.1
2462,AY697671.1
2463,AY700027.1
2464,AY701491.1
2465,AY701876.1
2466,AY701895.1
2467,AY701896.1
2468,AY702884.1
2469,AY703465.1
2470,AY705451.1
2471,AY705452.1
2472,AY705453.1
2473,AY705454.1
2474,AY705455.1
2475,AY705457.1
2476,AY705458.1
2477,AY705460.1
2478,AY705461.1
2479,AY705462.1
2480,AY705463.1
2481,AY705464.1
2482,AY705465.1
2483,AY705466.1
2484,AY705467.1
2485,AY705468.1
2486,AY705469.1
2487,AY705470.1
2488,AY705472.1
2489,AY705473.1
2490,AY705474.1
2491,AY705475.1
2492,AY705476.1
2493,AY705477.1
2494,AY705478.1
2495,AY705480.1
2496,AY705481.1
2497,AY705482.1
2498,AY705483.1
2499,AY705484.1
2500,AY705485.1
2501,AY705486.1
2502,AY705487.1
2503,AY705488.1
2504,AY705489.1
2505,AY705490.1
2506,AY707972.1
2507,AY711905.1
2508,AY713448.1
2509,AY730007.1
2510,AY730020.1
2511,AY730022.1
2512,AY734411.1
2513,AY737486.1
2514,AY737487.1
2515,AY737489.1
2516,AY738674.1
2517,AY739683.1
2518,AY739696.1
2519,AY739697.1
2520,AY744739.1
2521,AY745757.1
2522,AY745761.1
2523,AY752919.1
2524,AY755880.1
2525,AY755889.1
2526,AY755890.1
2527,AY755950.1
2528,AY756030.1
2529,AY756044.1
2530,AY756733.1
2531,AY758569.1
2532,AY758595.1
2533,AY762091.1
2534,AY762979.1
2535,AY770608.1
2536,AY770692.1
2537,AY770693.1
2538,AY770694.1
2539,AY770695.1
2540,AY773105.1
2541,AY775057.1
2542,AY780605.1
2543,AY780751.1
2544,AY780762.1
2545,AY790426.1
2546,AY792243.1
2547,AY793675.1
2548,AY799982.1
2549,AY802861.1
2550,AY802897.1
2551,AY802922.1
2552,AY805998.1
2553,AY806007.1
2554,AY806008.1
2555,AY806012.1
2556,AY806016.1
2557,AY806019.1
2558,AY806026.1
2559,AY806027.1
2560,AY806031.1
2561,AY806034.1
2562,AY806038.1
2563,AY806049.1
2564,AY806054.1
2565,AY806056.1
2566,AY806059.1
2567,AY806063.1
2568,AY806073.1
2569,AY806075.1
2570,AY806080.1
2571,AY806130.1
2572,AY806144.1
2573,AY806156.1
2574,AY806184.1
2575,AY806233.1
2576,AY806235.1
2577,AY806241.1
2578,AY806268.1
2579,AY806298.1
2580,AY806314.1
2581,AY806319.1
2582,AY806320.1
2583,AY806353.1
2584,AY806359.1
2585,AY806370.1
2586,AY806377.1
2587,AY806467.1
2588,AY806562.1
2589,AY806621.1
2590,AY806664.1
2591,AY806678.1
2592,AY806690.1
2593,AY806775.1
2594,AY806804.1
2595,AY806810.1
2596,AY806853.1
2597,AY806892.1
2598,AY806932.1
2599,AY806939.1
2600,AY806994.1
2601,AY806995.1
2602,AY807005.1
2603,AY807018.1
2604,AY807022.1
2605,AY807031.1
2606,AY807199.1
2607,AY807326.1
2608,AY807619.1
2609,AY807626.1
2610,AY807690.1
2611,AY807694.1
2612,AY807836.1
2613,AY816758.1
2614,AY816833.1
2615,AY816909.1
2616,AY820664.1
2617,AY820666.1
2618,AY820670.1
2619,AY820678.1
2620,AY820717.1
2621,AY820722.1
2622,AY823421.1
2623,AY823441.1
2624,AY823454.1
2625,AY826580.1
2626,AY826594.1
2627,AY826596.1
2628,AY826655.1
2629,AY827033.1
2630,AY827881.1
2631,AY827882.1
2632,AY828582.1
2633,AY830778.1
2634,AY830783.1
2635,AY834386.1
2636,AY836601.1
2637,AY838293.1
2638,AY838306.1
2639,AY838311.1
2640,AY838312.1
2641,AY838461.1
2642,AY838482.1
2643,AY838545.1
2644,AY838549.1
2645,AY841362.1
2646,AY841363.1
2647,AY841364.1
2648,AY846262.1
2649,AY847456.1
2650,AY850107.1
2651,AY850120.1
2652,AY850294.1
2653,AY850420.1
2654,AY850438.1
2655,AY850479.1
2656,AY850499.1
2657,AY850508.1
2658,AY852174.1
2659,AY854105.1
2660,AY854124.1
2661,AY854139.1
2662,AY854441.1
2663,AY854467.1
2664,AY856367.1
2665,AY859033.1
2666,AY860742.1
2667,AY860796.1
2668,AY861729.1
2669,AY862015.1
2670,AY862036.1
2671,AY862042.1
2672,AY863077.1
2673,AY863095.1
2674,AY863102.1
2675,AY864652.1
2676,AY867882.1
2677,AY867944.1
2678,AY868251.1
2679,AY868345.1
2680,AY869403.1
2681,AY874001.1
2682,AY874009.1
2683,AY874018.1
2684,AY874028.1
2685,AY874031.1
2686,AY875881.1
2687,AY875922.1
2688,AY875933.1
2689,AY876379.1
2690,AY876613.1
2691,AY879306.1
2692,AY880044.1
2693,AY880047.1
2694,AY880056.1
2695,AY880057.1
2696,AY880209.1
2697,AY880210.1
2698,AY880216.1
2699,AY880217.1
2700,AY881665.1
2701,AY881671.1
2702,AY881675.1
2703,AY882643.2
2704,AY882649.2
2705,AY882653.3
2706,AY883046.1
2707,AY883134.1
2708,AY886572.2
2709,AY886599.2
2710,AY886602.2
2711,AY886627.2
2712,AY886669.2
2713,AY886678.2
2714,AY886689.2
2715,AY886704.2
2716,AY887010.1
2717,AY894324.1
2718,AY894325.1
2719,AY894724.1
2720,AY894928.2
2721,AY899799.1
2722,AY899801.1
2723,AY903876.1
2724,AY903900.1
2725,AY904733.1
2726,AY907721.1
2727,AY910965.1
2728,AY911467.1
2729,AY913287.1
2730,AY913337.1
2731,AY913360.1
2732,AY914062.1
2733,AY914317.1
2734,AY917256.1
2735,AY917259.1
2736,AY917299.1
2737,AY917312.1
2738,AY917342.1
2739,AY917617.1
2740,AY917722.1
2741,AY917761.1
2742,AY917822.1
2743,AY919956.1
2744,AY919967.1
2745,AY920000.1
2746,AY920923.1
2747,AY920924.1
2748,AY920925.1
2749,AY921485.1
2750,AY921510.1
2751,AY921675.1
2752,AY921693.1
2753,AY921706.1
2754,AY921752.1
2755,AY921755.1
2756,AY921760.1
2757,AY921774.1
2758,AY921775.1
2759,AY921780.1
2760,AY921782.1
2761,AY921785.1
2762,AY921811.1
2763,AY921831.1
2764,AY921842.1
2765,AY921843.1
2766,AY921862.1
2767,AY921889.1
2768,AY921908.1
2769,AY921909.1
2770,AY921951.1
2771,AY921957.1
2772,AY921959.1
2773,AY921985.1
2774,AY922043.1
2775,AY922059.1
2776,AY922064.1
2777,AY922066.1
2778,AY922068.1
2779,AY922070.1
2780,AY922082.1
2781,AY922131.1
2782,AY923082.1
2783,AY923083.1
2784,AY923084.1
2785,AY923148.1
2786,AY925092.1
2787,AY928220.1
2788,AY928224.1
2789,AY928246.1
2790,AY930239.1
2791,AY934991.1
2792,AY935663.1
2793,AY936768.1
2794,AY936944.1
2795,AY938543.1
2796,AY938561.1
2797,AY938605.1
2798,AY938616.1
2799,AY938617.1
2800,AY938634.1
2801,AY938648.1
2802,AY938657.1
2803,AY938666.1
2804,AY938689.1
2805,AY938690.1
2806,AY938825.1
2807,AY938863.1
2808,AY939127.1
2809,AY939130.1
2810,AY939131.1
2811,AY939134.1
2812,AY939159.1
2813,AY939186.1
2814,AY939199.1
2815,AY939217.1
2816,AY939229.1
2817,AY939240.1
2818,AY939251.1
2819,AY939257.1
2820,AY939266.1
2821,AY939299.1
2822,AY939309.1
